link,pred,prey,log10_ppmr
0,2.00984697887424e-4,2.63910552318931e-4,-0.11829376223365559
0,1.1374216147146,2.63910552318931e-4,3.634464721409681
0,2.86475886097282e-4,2.63910552318931e-4,0.03563131582034627
0,9.37626231878135e-4,2.63910552318931e-4,0.5505729934642861
0,4.38694702966577e-4,2.63910552318931e-4,0.22070563493950596
0,3.15859852948221e-4,2.63910552318931e-4,0.07803767325142773
0,5.54809414019099e-4,2.63910552318931e-4,0.3226870659883963
0,2.63910552318931e-4,2.63910552318931e-4,0
0,4.13797741074828e-5,2.63910552318931e-4,-0.8046686400751436
0,1.42462759417532e-4,2.63910552318931e-4,-0.2677554034826814
0,6.27269705674256e-5,2.63910552318931e-4,-0.6240024420346384
0,4.10674478417191e-5,2.63910552318931e-4,-0.8079590413624583
0,2.92448753412681e-4,2.63910552318931e-4,0.0445930188923763
0,0.00889345949807735,2.63910552318931e-4,1.5276139759796796
0,3.30990442167077e-5,2.63910552318931e-4,-0.9016413025256033
0,1.08898282658436e-4,2.63910552318931e-4,-0.38443572467088727
0,9.07021016621533e-5,2.63910552318931e-4,-0.4638394053621809
0,2.68296997513154e-4,2.63910552318931e-4,0.00715905695552988
0,4.65423110224946e-4,2.63910552318931e-4,0.24639118844878496
0,7.57683915187514e-5,2.63910552318931e-4,-0.5419686878505364
0,1.82976232747384e-5,2.63910552318931e-4,-1.1590620738256427
0,5.64165292727672e-4,2.63910552318931e-4,0.3299496093861862
0,5.54809414019099e-4,4.27507367434747e-4,0.11320021805372935
0,7.57683915187514e-5,4.27507367434747e-4,-0.7514555357852033
0,3.15859852948221e-4,4.27507367434747e-4,-0.13144917468323924
0,4.65423110224946e-4,4.27507367434747e-4,0.03690434051411801
0,1.82976232747384e-5,4.27507367434747e-4,-1.3685489217603097
0,5.64165292727672e-4,4.27507367434747e-4,0.12046276145151928
0,1.08898282658436e-4,4.27507367434747e-4,-0.5939225726055541
0,2.86475886097282e-4,4.27507367434747e-4,-0.17385553211432073
0,2.92448753412681e-4,4.27507367434747e-4,-0.16489382904229066
0,2.00984697887424e-4,4.27507367434747e-4,-0.3277806101683225
0,4.38694702966577e-4,4.27507367434747e-4,0.011218787004839026
0,9.07021016621533e-5,4.27507367434747e-4,-0.6733262532968479
0,3.30990442167077e-5,4.27507367434747e-4,-1.1111281504602701
0,2.68296997513154e-4,4.27507367434747e-4,-0.202327790979137
0,9.37626231878135e-4,4.27507367434747e-4,0.3410861455296192
0,1.1374216147146,4.27507367434747e-4,3.424977873475014
0,1.42462759417532e-4,4.27507367434747e-4,-0.47724225141734833
0,4.27507367434747e-4,4.27507367434747e-4,0
0,2.63910552318931e-4,4.27507367434747e-4,-0.20948684793466693
0,6.27269705674256e-5,4.27507367434747e-4,-0.8334892899693053
0,0.0012576630375615,4.27507367434747e-4,0.4686206937565495
0,0.00889345949807735,4.27507367434747e-4,1.3181271280450126
0,0.00108406181070686,4.27507367434747e-4,0.4041104418501713
0,4.13797741074828e-5,4.27507367434747e-4,-1.0141554880098105
0,4.10674478417191e-5,4.27507367434747e-4,-1.0174458892971252
0,2.63910552318931e-4,1.42462759417532e-4,0.26775540348268134
0,5.54809414019099e-4,1.42462759417532e-4,0.5904424694710776
0,3.15859852948221e-4,1.42462759417532e-4,0.3457930767341091
0,9.07021016621533e-5,1.42462759417532e-4,-0.19608400187949954
0,4.65423110224946e-4,1.42462759417532e-4,0.5141465919314664
0,1.08898282658436e-4,1.42462759417532e-4,-0.1166803211882059
0,5.64165292727672e-4,1.42462759417532e-4,0.5977050128688677
0,4.38694702966577e-4,1.42462759417532e-4,0.48846103842218735
0,9.37626231878135e-4,1.42462759417532e-4,0.8183283969469675
0,4.13797741074828e-5,1.42462759417532e-4,-0.5369132365924623
0,1.42462759417532e-4,1.42462759417532e-4,0
0,2.92448753412681e-4,1.42462759417532e-4,0.31234842237505767
0,1.82976232747384e-5,1.42462759417532e-4,-0.8913066703429615
0,7.57683915187514e-5,1.42462759417532e-4,-0.274213284367855
0,1.1374216147146,1.42462759417532e-4,3.902220124892362
0,4.10674478417191e-5,1.42462759417532e-4,-0.5402036378797769
0,0.00108406181070686,1.42462759417532e-4,0.8813526932675196
0,2.86475886097282e-4,1.42462759417532e-4,0.30338671930302763
0,2.00984697887424e-4,1.42462759417532e-4,0.14946164124902583
0,3.30990442167077e-5,1.42462759417532e-4,-0.6338858990429219
0,2.68296997513154e-4,1.42462759417532e-4,0.27491446043821127
0,4.27507367434747e-4,1.42462759417532e-4,0.47724225141734833
0,0.0012576630375615,1.42462759417532e-4,0.9458629451738978
0,0.00889345949807735,1.42462759417532e-4,1.795369379462361
0,6.27269705674256e-5,1.42462759417532e-4,-0.35624703855195694
0,4.10674478417191e-5,3.15859852948221e-4,-0.885996714613886
0,4.27507367434747e-4,3.15859852948221e-4,0.13144917468323922
0,2.68296997513154e-4,3.15859852948221e-4,-0.07087861629589777
0,0.0012576630375615,3.15859852948221e-4,0.6000698684397887
0,9.07021016621533e-5,3.15859852948221e-4,-0.5418770786136086
0,1.1374216147146,3.15859852948221e-4,3.5564270481582527
0,7.57683915187514e-5,3.15859852948221e-4,-0.620006361101964
0,2.00984697887424e-4,3.15859852948221e-4,-0.19633143548508325
0,0.00889345949807735,3.15859852948221e-4,1.449576302728252
0,1.42462759417532e-4,3.15859852948221e-4,-0.3457930767341091
0,2.92448753412681e-4,3.15859852948221e-4,-0.033444654359051425
0,1.08898282658436e-4,3.15859852948221e-4,-0.46247339792231495
0,3.30990442167077e-5,3.15859852948221e-4,-0.979678975777031
0,4.65423110224946e-4,3.15859852948221e-4,0.16835351519735725
0,6.27269705674256e-5,3.15859852948221e-4,-0.702040115286066
0,3.15859852948221e-4,3.15859852948221e-4,0
0,2.86475886097282e-4,3.15859852948221e-4,-0.04240635743108146
0,4.13797741074828e-5,3.15859852948221e-4,-0.8827063133265712
0,1.82976232747384e-5,3.15859852948221e-4,-1.2370997470770706
0,9.37626231878135e-4,3.15859852948221e-4,0.47253532021285843
0,0.00108406181070686,3.15859852948221e-4,0.5355596165334106
0,2.63910552318931e-4,3.15859852948221e-4,-0.07803767325142773
0,5.64165292727672e-4,3.15859852948221e-4,0.25191193613475854
0,5.54809414019099e-4,3.15859852948221e-4,0.24464939273696856
